"","id","accession","synonyms","category","disease","origin","geo","encode","omics"
"3847","HCC827 ER3","CVCL_EJ09","ER3","Cancer cell line","NCIt; C3512; Lung adenocarcinoma","","GSM938758|GSM938759|GSM938760|GSM938761|GSM938762|GSM938763",NA,"Transcriptome analysis by microarray"
"3848","HCC827 GR1","CVCL_V620","","Cancer cell line","NCIt; C3512; Lung adenocarcinoma","","GSM466320",NA,NA
"3849","HCC827 GR2","CVCL_V621","","Cancer cell line","NCIt; C3512; Lung adenocarcinoma","","GSM466321",NA,NA
"3850","HCC827 GR5","CVCL_V622","HCC827-GR5; HCC-827-GR5; HCC827GR5","Cancer cell line","NCIt; C3512; Lung adenocarcinoma","","GSM466322",NA,"Deep exome analysis|shRNA library screening"
"3851","HCC827 GR6","CVCL_V623","","Cancer cell line","NCIt; C3512; Lung adenocarcinoma","","GSM466323",NA,NA
"3852","HCC827 GR7","CVCL_V624","","Cancer cell line","NCIt; C3512; Lung adenocarcinoma","","GSM466324",NA,NA
"3853","HCC827 GR8","CVCL_V625","","Cancer cell line","NCIt; C3512; Lung adenocarcinoma","","GSM466325",NA,NA
"3854","HCC827 PFR1","CVCL_DH92","HCC827 PFR-1","Cancer cell line","NCIt; C3512; Lung adenocarcinoma","","GSM466326",NA,NA
"3855","HCC827 PFR3","CVCL_DH93","HCC827 PFR-3","Cancer cell line","NCIt; C3512; Lung adenocarcinoma","","GSM466327",NA,NA
"3856","HCC827 PFR4","CVCL_DH94","HCC827 PFR-4","Cancer cell line","NCIt; C3512; Lung adenocarcinoma","","GSM466328",NA,NA
"3857","HCC827 PFR5","CVCL_DH95","HCC827 PFR-5","Cancer cell line","NCIt; C3512; Lung adenocarcinoma","","GSM466329",NA,NA
"3858","HCC827 PFR6","CVCL_DH96","HCC827 PFR-6","Cancer cell line","NCIt; C3512; Lung adenocarcinoma","","GSM466330",NA,NA
"3859","HCC827-PR","CVCL_EQ68","HCC827 PR","Cancer cell line","NCIt; C3512; Lung adenocarcinoma","","GSM183438|GSM183439",NA,"Transcriptome analysis by microarray"
"3860","HCC95","CVCL_5137","HCC-95; HCC0095; Hamon Cancer Center 95","Cancer cell line","NCIt; C3493; Lung squamous cell carcinoma","CVCL_S841 ! HCC95 BL","GSM62969|GSM108885|GSM108886|GSM253404|GSM434322|GSM794376|GSM887061|GSM888131|GSM1374513|IGRhCellID=HCC95_GEO",NA,"Transcriptome analysis by RNAseq|Array-based CGH|Transcriptome analysis by microarray|SNP array analysis|Deep exome analysis|Deep proteome analysis|Protein expression by reverse-phase protein arrays|Deep quantitative proteome analysis"
"3861","HCC970","CVCL_A354","HCC-970; HCC0970; Hamon Cancer Center 970","Cancer cell line","NCIt; C4917; Lung small cell carcinoma|ORDO; Orphanet_70573; Small cell lung cancer","CVCL_S843 ! HCC970 BL","GSM171906|GSM171907|GSM794383",NA,"Transcriptome analysis by microarray"
"3862","HCCC-9810","CVCL_6908","HCCC9810; Hccc9810","Cancer cell line","NCIt; C35417; Intrahepatic cholangiocarcinoma|ORDO; Orphanet_70567; Cholangiocarcinoma","","GSM936756|GSM1374514",NA,"Transcriptome analysis by microarray|SNP array analysis"
"3863","HCCLM3","CVCL_6832","HCCLM-3; HCC-LM3; LM3; MHCC-LM3; MHCCLM3","Cancer cell line","NCIt; C7956; Adult hepatocellular carcinoma|ORDO; Orphanet_210159; Adult hepatocellular carcinoma","","GSM1374515",NA,"Transcriptome analysis by microarray"
"3864","HCE-4","CVCL_1271","HCE4","Cancer cell line","NCIt; C4024; Esophageal squamous cell carcinoma|ORDO; Orphanet_99977; Squamous cell carcinoma of the esophagus","CVCL_5138 ! HCE-7","GSM482501|GSM1669865",NA,"Transcriptome analysis by microarray|SNP array analysis|CRISPR phenotypic screen|Deep exome analysis|DNA methylation analysis|Deep quantitative proteome analysis"
"3865","HCE-7","CVCL_5138","HCE7; HCE-7 (NM); HCE-7(NM)","Cancer cell line","NCIt; C4024; Esophageal squamous cell carcinoma|ORDO; Orphanet_99977; Squamous cell carcinoma of the esophagus","CVCL_1271 ! HCE-4","GSM827169|GSM1669866",NA,"Transcriptome analysis by microarray|SNP array analysis|DNA methylation analysis"
"3866","HCE-T","CVCL_1272","HCET; Human Corneal Epithelial cells-Transformed; HCE; SV40-HCEC","Transformed cell line","","","GSE73060|GSM1669867",NA,"Transcriptome analysis by RNAseq|Transcriptome analysis by microarray|SNP array analysis|Deep exome analysis|DNA methylation analysis"
"3867","HCI-EC-23","CVCL_E3GB","Huntsman Cancer Institute-Endometrial cancer-23","Cancer cell line","NCIt; C40145; Type I endometrial adenocarcinoma","","GSM6421755|GSM6421756|GSM6421757|GSM6421761|GSM6421762|GSM6421763|GSM6421764|GSM6421765|GSM6421766|GSM6421767|GSM6421768|GSM6727284|GSM6727285",NA,"Transcriptome analysis by RNAseq|Deep exome analysis|H3K27ac ChIP-seq epigenome analysis"
"3868","HCT 116","CVCL_0291","HCT-116; HCT.116; HCT_116; HCT116; HCT116wt; CoCL2","Cancer cell line","NCIt; C4910; Colon carcinoma","CVCL_R729 ! HCT 116a|CVCL_R730 ! HCT 116b","GSM810|GSM2143|GSM50188|GSM50252|GSM115118|GSM206501|GSM274713|GSM274714|GSM274726|GSM383862|GSM383867|GSM383868|GSM384091|GSM384092|GSM481405|GSM513818|GSM514292|GSM580039|GSM580040|GSM741266|GSM743443|GSM749774|GSM750773|GSM750793|GSM784012|GSM799331|GSM799394|GSM827446|GSM846355|GSM887062|GSM888132|GSM945287|GSM945304|GSM1022651|GSM1022652|GSM1153399|GSM1178133|GSM1178134|GSM1178135|GSM1181250|GSM1181367|GSM1346874|GSM1374516|GSM1374517|GSM1374518|GSM1404391|GSM1404392|GSM1448092|GSM1669868|GSM2124655|GSM2550001|GSM3145712|GSM3591761","ENCBS004UZY|ENCBS009DQE|ENCBS257IHV|ENCBS378ENC|ENCBS389ENC|ENCBS409ENC|ENCBS409MTT|ENCBS431ENC|ENCBS471AAA|ENCBS472AAA|ENCBS475AAA|ENCBS476AAA|ENCBS494OPB|ENCBS615KTO|ENCBS626JHZ|ENCBS650OZU|ENCBS847SOB|ENCBS851PYB","Transcriptome analysis by RNAseq|Array-based CGH|Transcriptome analysis by microarray|SNP array analysis|CRISPR phenotypic screen|Deep exome analysis|CNV analysis|H3K4me3 ChIP-seq epigenome analysis|Deep proteome analysis|DNA methylation analysis|Protein expression by reverse-phase protein arrays|Deep quantitative proteome analysis|shRNA library screening|CTCF ChIP-seq epigenome analysis|Deep quantitative phosphoproteome analysis|miRNA expression profiling|HLA class I peptidome analysis by proteomics|Fluorescence phenotype profiling|lncRNA expression profiling|Metabolome analysis|Deep phosphoproteome analysis|Transcriptome analysis by serial analysis of gene expression (SAGE)|N-glycan profiling|Transcriptome analysis by massively parallel signature sequencing (MPSS)|Extracellular vesicles proteome analysis"
"3869","HCT 116 TP53(-/-)","CVCL_HD97","TP53 (-/-) HCT116; HCT116-p53-null; Hct116_p53_knockout","Cancer cell line","NCIt; C4910; Colon carcinoma","","GSM383865|GSM383866|GSM384089|GSM384090",NA,"Transcriptome analysis by serial analysis of gene expression (SAGE)"
"3870","HCT 116_6244R","CVCL_C3GI","H6244-R; H6244-R1; HCT116R_6244R","Cancer cell line","NCIt; C4910; Colon carcinoma","","GSM3591762",NA,"Transcriptome analysis by RNAseq"
"3871","HCT 15","CVCL_0292","HCT-15; HCT.15; HCT15","Cancer cell line","NCIt; C4349; Colon adenocarcinoma","","GSM2129|GSM50189|GSM50253|GSM206502|GSM274763|GSM274764|GSM481406|GSM513816|GSM514293|GSM741257|GSM743444|GSM750792|GSM784011|GSM799332|GSM799395|GSM846356|GSM844554|GSM887063|GSM888133|GSM1153402|GSM1178151|GSM1178152|GSM1178153|GSM1181251|GSM1181363|GSM1346875|GSM1374519|GSM1374520|GSM1374521|GSM1374522|GSM1448178|GSM1669869|GSM2124665|GSM2550002",NA,"Transcriptome analysis by RNAseq|Array-based CGH|Transcriptome analysis by microarray|SNP array analysis|CRISPR phenotypic screen|Deep exome analysis|CNV analysis|Deep proteome analysis|DNA methylation analysis|Protein expression by reverse-phase protein arrays|Deep quantitative proteome analysis|Deep quantitative phosphoproteome analysis|miRNA expression profiling|Fluorescence phenotype profiling|lncRNA expression profiling|Metabolome analysis|N-glycan profiling"
"3872","HCT 8","CVCL_2478","HCT-8; HCT8","Cancer cell line","NCIt; C4349; Colon adenocarcinoma","","GSM206504|GSM274709|GSM274710|GSM274723|GSM513910|GSM514294|GSM827344|GSM1346876|GSM1374523|GSM1374524|GSM1448162",NA,"Transcriptome analysis by RNAseq|Transcriptome analysis by microarray|SNP array analysis|Protein expression by reverse-phase protein arrays|N-glycan profiling"
"3873","HD-MY-Z","CVCL_1273","HD-MyZ; HDMYZ","Cancer cell line","NCIt; C9154; Adult acute myeloid leukemia|ORDO; Orphanet_519; Acute myeloid leukemia","","GSM887065|GSM888135|GSM1669871",NA,"Transcriptome analysis by RNAseq|Transcriptome analysis by microarray|SNP array analysis|Deep exome analysis|DNA methylation analysis|Deep quantitative proteome analysis"
"3874","HDC-101","CVCL_A372","HDC101","Cancer cell line","NCIt; C7421; Rectosigmoid carcinoma","","GSM1346837",NA,"Transcriptome analysis by RNAseq"
"3875","HDC-114","CVCL_A376","HDC114","Cancer cell line","NCIt; C7421; Rectosigmoid carcinoma","","GSM1448184",NA,"Transcriptome analysis by microarray|Deep proteome analysis"
"3876","HDC-135","CVCL_A381","HDC135","Cancer cell line","NCIt; C4349; Colon adenocarcinoma","","GSM1448069",NA,"Transcriptome analysis by microarray|Deep proteome analysis"
"3877","HDC-142","CVCL_A383","HDC142","Cancer cell line","NCIt; C9383; Rectal adenocarcinoma","","GSM1448129",NA,"Transcriptome analysis by microarray|Deep proteome analysis"
"3878","HDC-143","CVCL_A384","HDC143","Cancer cell line","NCIt; C4349; Colon adenocarcinoma","","GSM1448185",NA,"Transcriptome analysis by microarray|Deep proteome analysis"
"3879","HDC-54","CVCL_A362","HDC54","Cancer cell line","NCIt; C4349; Colon adenocarcinoma","","GSM1346838|GSM1448130",NA,"Transcriptome analysis by RNAseq|Transcriptome analysis by microarray|Deep proteome analysis"
"3880","HDC-8","CVCL_A359","HDC8","Cancer cell line","NCIt; C9383; Rectal adenocarcinoma","","GSM1448104",NA,"Transcriptome analysis by microarray|Deep proteome analysis"
"3881","HDC-82","CVCL_A368","HDC82","Cancer cell line","NCIt; C7421; Rectosigmoid carcinoma","","GSM1346839|GSM1448128",NA,"Transcriptome analysis by RNAseq|Transcriptome analysis by microarray|Deep proteome analysis"
"3882","HDC-87","CVCL_A369","HDC87","Cancer cell line","NCIt; C9383; Rectal adenocarcinoma","","GSM1346840",NA,"Transcriptome analysis by RNAseq"
"3883","HDC-9","CVCL_A360","HDC9","Cancer cell line","NCIt; C4349; Colon adenocarcinoma","","GSM1448070",NA,"Transcriptome analysis by microarray|Deep proteome analysis"
"3884","HDC-90","CVCL_A370","HDC90","Cancer cell line","NCIt; C4349; Colon adenocarcinoma","","GSM1346841",NA,"Transcriptome analysis by RNAseq"
"3885","HDF1388","CVCL_DP59","HDF-1388; aHDF1388; 1388","Finite cell line","","","GSM1040299|GSM1040369|GSM1493702",NA,"Transcriptome analysis by microarray|Deep proteome analysis|DNA methylation analysis"
"3886","HDF1437","CVCL_DP66","HDF-1437; 1437","Finite cell line","","","GSM1493708|GSM1899756",NA,NA
"3887","HDLM-2","CVCL_0009","HD-LM-2; HDLM2","Cancer cell line","NCIt; C9357; Hodgkin lymphoma|ORDO; Orphanet_98293; Hodgkin lymphoma","CVCL_M693 ! HDLM-1|CVCL_M697 ! HDLM-3","GSM335390|GSM381298|GSM499724|GSM499732|GSM552430|GSM646534|GSM887064|GSM888134|GSM1669870",NA,"Transcriptome analysis by RNAseq|Transcriptome analysis by microarray|SNP array analysis|Deep exome analysis|DNA methylation analysis|Cell surface proteome|Deep quantitative proteome analysis|Deep antibody staining analysis"
"3888","HDQ-P1","CVCL_2067","HDQP1","Cancer cell line","NCIt; C4017; Breast ductal carcinoma","","GSM827279|GSM887066|GSM888136|GSM1172970|GSM1669872",NA,"Transcriptome analysis by RNAseq|Transcriptome analysis by microarray|SNP array analysis|Deep exome analysis|DNA methylation analysis|Protein expression by reverse-phase protein arrays|Deep quantitative proteome analysis"
"3889","HEC-1","CVCL_1274","HEC1; Human Endometrial Cancer-1; HEC-B-296","Cancer cell line","NCIt; C39749; Type II endometrial adenocarcinoma","","GSM827285|GSM1669873",NA,"Transcriptome analysis by microarray|SNP array analysis|CRISPR phenotypic screen|Deep exome analysis|DNA methylation analysis|Protein expression by reverse-phase protein arrays|Deep quantitative proteome analysis"
"3890","HEC-1-A","CVCL_0293","Hec-1-A; HEC-1A; HEC1-A; HEC1A; Hec1A","Cancer cell line","NCIt; C39749; Type II endometrial adenocarcinoma","","GSM844555|GSM844556|GSM887069|GSM888139",NA,"Transcriptome analysis by RNAseq|Array-based CGH|Transcriptome analysis by microarray|SNP array analysis|Deep exome analysis|Protein expression by reverse-phase protein arrays|Deep quantitative proteome analysis|shRNA library screening"
"3891","HEC-1-B","CVCL_0294","Hec-1-B; HEC-1B; Hec-1b; HEC1-B; HEC1B; Hec1B","Cancer cell line","NCIt; C39749; Type II endometrial adenocarcinoma","","GSM844557|GSM887070|GSM888140",NA,"Transcriptome analysis by RNAseq|Array-based CGH|Transcriptome analysis by microarray|SNP array analysis|Deep exome analysis|Protein expression by reverse-phase protein arrays"
"3892","HEC-108","CVCL_2923","HEC108","Cancer cell line","NCIt; C7359; Endometrial adenocarcinoma","","GSM887067|GSM888137",NA,"Transcriptome analysis by RNAseq|Transcriptome analysis by microarray|SNP array analysis|Deep exome analysis|Protein expression by reverse-phase protein arrays|Deep quantitative proteome analysis"
"3893","HEC-151","CVCL_2925","HEC151","Cancer cell line","NCIt; C7359; Endometrial adenocarcinoma","","GSM887068|GSM888138",NA,"Transcriptome analysis by RNAseq|Transcriptome analysis by microarray|SNP array analysis|Deep exome analysis"
"3894","HEC-251","CVCL_2927","HEC251","Cancer cell line","NCIt; C7558; Endometrial carcinoma","","GSM887071|GSM888141",NA,"Transcriptome analysis by RNAseq|Transcriptome analysis by microarray|SNP array analysis|Deep exome analysis|Protein expression by reverse-phase protein arrays|Deep quantitative proteome analysis"
"3895","HEC-265","CVCL_2928","HEC265","Cancer cell line","NCIt; C7359; Endometrial adenocarcinoma","","GSM887072|GSM888142",NA,"Transcriptome analysis by RNAseq|Transcriptome analysis by microarray|SNP array analysis|Deep exome analysis|Protein expression by reverse-phase protein arrays|Deep quantitative proteome analysis"
"3896","HEC-50B","CVCL_2929","HEC50B; HEC-50 clone B; HEC-50; HEC50; Hec50","Cancer cell line","NCIt; C39749; Type II endometrial adenocarcinoma","","GSM887073|GSM888143",NA,"Transcriptome analysis by RNAseq|Transcriptome analysis by microarray|SNP array analysis|Deep exome analysis|Protein expression by reverse-phase protein arrays|Deep quantitative proteome analysis"
"3897","HEC-59","CVCL_2930","HEC59; Hec59","Cancer cell line","NCIt; C7359; Endometrial adenocarcinoma","","GSM887074|GSM888144",NA,"Transcriptome analysis by RNAseq|Transcriptome analysis by microarray|SNP array analysis|Deep exome analysis|Protein expression by reverse-phase protein arrays|Deep quantitative proteome analysis"
"3898","HEC-6","CVCL_2931","HEC6","Cancer cell line","NCIt; C6290; Endometrial endometrioid adenocarcinoma, variant with squamous differentiation","","GSM887075|GSM888145",NA,"Transcriptome analysis by RNAseq|Transcriptome analysis by microarray|SNP array analysis|Deep exome analysis|Protein expression by reverse-phase protein arrays|Deep quantitative proteome analysis"
"3899","HEK-TLR2","CVCL_IM79","","Transformed cell line","","","GSM618017|GSM618018|GSM618019|GSM618020|GSM618021|GSM618022|GSM618023|GSM618024|GSM618025|GSM618026|GSM618027|GSM618028|GSM618029|GSM618030|GSM618031|GSM618032|GSM618033|GSM618034|GSM618035|GSM618036",NA,NA
"3900","HEK293","CVCL_0045","Hek293; HEK-293; HEK/293; HEK 293; HEK;293; 293; 293 HEK; 293 Ad5; Graham 293; Graham-293; Human Embryonic Kidney 293","Transformed cell line","","","GSM580027|GSM580028|GSM635701|GSM635702|GSM635703|GSM635704|GSM651571|GSM749668|GSM749687|GSM749767|GSM945256|GSM945288|GSM1374525","ENCBS022BLS|ENCBS037XHS|ENCBS209KHO|ENCBS253HIE|ENCBS264HQL|ENCBS375ENC|ENCBS393ENC|ENCBS421ENC|ENCBS439ENC|ENCBS479AAA|ENCBS480AAA|ENCBS481AAA|ENCBS482AAA|ENCBS483AAA|ENCBS484AAA|ENCBS486AAA|ENCBS522ENC|ENCBS523ENC|ENCBS613RZL|ENCBS906GPZ","Genome sequenced|Transcriptome analysis by RNAseq|Transcriptome analysis by microarray|H3K4me3 ChIP-seq epigenome analysis|Deep proteome analysis|DNA methylation analysis|Cell surface proteome|Protein expression by reverse-phase protein arrays|CTCF ChIP-seq epigenome analysis|Metabolome analysis|Deep antibody staining analysis|Virome analysis using proteomics|Methylated arginine analysis by proteomics|Myristoylated proteins analysis by proteomics"
"3901","HEK293 eGFP-AEBP2","CVCL_HC69","","Transformed cell line","","","GSM2423941|GSM2423942","ENCBS638MCL|ENCBS715MMR","ChIP-seq epigenome analysis"
"3902","HEK293 eGFP-ATF2","CVCL_HC70","","Transformed cell line","","","GSM2423604","ENCBS268PXW|ENCBS818PXJ","ChIP-seq epigenome analysis"
"3903","HEK293 eGFP-BCL11A","CVCL_XV62","","Transformed cell line","","","GSM2422902|GSM2422903","ENCBS541ZKU|ENCBS941THM","ChIP-seq epigenome analysis"
"3904","HEK293 eGFP-BCL11B","CVCL_HC71","","Transformed cell line","","","GSM2423947|GSM2423948","ENCBS395FBP|ENCBS923OML","ChIP-seq epigenome analysis"
"3905","HEK293 eGFP-BCL6B","CVCL_XV63","","Transformed cell line","","","GSM2827436|GSM2827437","ENCBS162FZC|ENCBS538HOG","ChIP-seq epigenome analysis"
"3906","HEK293 eGFP-CTCF","CVCL_HC72","","Transformed cell line","","","GSM2423744|GSM2423745","ENCBS268XWC|ENCBS454VNJ","ChIP-seq epigenome analysis"
"3907","HEK293 eGFP-KLF17","CVCL_HC80","","Transformed cell line","","","GSM2422946|GSM2422947","ENCBS328EZX|ENCBS485LHG","ChIP-seq epigenome analysis"
"3908","HEK293 eGFP-SALL2","CVCL_XV80","","Transformed cell line","","","GSM2824364|GSM2824365","ENCBS209PBO|ENCBS543JCR","ChIP-seq epigenome analysis"
"3909","HEK293 eGFP-ZBTB10","CVCL_XV85","","Transformed cell line","","","GSM2824336|GSM2824337","ENCBS137HOM|ENCBS542HYG","ChIP-seq epigenome analysis"
"3910","HEK293 eGFP-ZBTB17","CVCL_XV87","","Transformed cell line","","","GSM2423767|GSM2423768","ENCBS056OOQ|ENCBS492OGG","ChIP-seq epigenome analysis"
"3911","HEK293 RPS2 A226Y","CVCL_YD69","","Transformed cell line","","","GSM3168273|GSM3168274|GSM3168275",NA,"Transcriptome analysis by RNAseq|Metabolome analysis"
"3912","HEK293 RPS2 WT","CVCL_YD70","","Transformed cell line","","","GSM3168269|GSM3168270|GSM3168271|GSM3168272",NA,"Transcriptome analysis by RNAseq|Metabolome analysis"
"3913","HEK293-NOD2","CVCL_D4ZL","FLP-IN HEK 293-NOD2wt","Transformed cell line","","","GSM560855|GSM560856|GSM560857|GSM560864|GSM560865|GSM560866|GSM560873|GSM560874|GSM560875",NA,"Transcriptome analysis by microarray"
"3914","HEK293-NOD2 L1007fsinsC","CVCL_D4ZM","FLP-IN HEK 293-NOD2-L1007fsinsC; HEK293-NOD2(SNP13)","Transformed cell line","","","GSM560858|GSM560859|GSM560860|GSM560867|GSM560868|GSM560869|GSM560876|GSM560877|GSM560878",NA,"Transcriptome analysis by microarray"
